Fig.12(b),simulation,,,,,,theory,,,,,
,,,,,,,,,,,,
,,20°,,40°,,60°,,20°,,40°,,60°
,t,s,t,s,t,s,t,s,t,s,t,s
,0.6368,0.0096,0.6368,0.00868,1.264,0.00973333333333333,,,,,,
,0.64,0.00962666666666667,0.64,0.00870666666666667,1.296,0.00985333333333333,,,,,,
,0.6432,0.00965333333333333,0.6432,0.00872,1.2992,0.00986666666666667,,,,,,
,0.6464,0.00968,0.6464,0.00874666666666667,1.3024,0.00988,,,,,,
,0.6496,0.00970666666666667,0.6496,0.00877333333333333,1.3056,0.00989333333333333,,,,,,
,0.6528,0.00973333333333333,0.6528,0.0088,1.3088,0.00990666666666667,,,,,,
,0.656,0.00976,0.656,0.00881333333333333,1.312,0.00992,,,,,,
,0.6592,0.00978666666666667,0.6592,0.00884,1.3344,0.01,,,,,,
,0.6624,0.00981333333333333,0.6624,0.00886666666666667,1.3376,0.0100133333333333,,,,,,
,0.6656,0.00982666666666667,0.6656,0.00889333333333333,1.3408,0.0100266666666667,,,,,,
,0.6688,0.00985333333333333,0.6688,0.00890666666666667,1.344,0.01004,,,,,,
,0.672,0.00988,0.672,0.00893333333333333,1.3472,0.0100533333333333,,,,,,
,0.6752,0.00990666666666667,0.6752,0.00896,1.3504,0.0100666666666667,,,,,,
,0.6784,0.00993333333333333,0.6784,0.00898666666666667,1.3536,0.01008,,,,,,
,0.6816,0.00996,0.6816,0.009,1.3664,0.01012,,,,,,
,0.6848,0.00998666666666667,0.6848,0.00902666666666667,1.3696,0.0101333333333333,,,,,,
,0.688,0.0100133333333333,0.688,0.00905333333333333,1.3728,0.0101466666666667,,,,,,
,0.6912,0.01004,0.6912,0.00906666666666667,1.376,0.01016,,,,,,
,0.6944,0.0100666666666667,0.6944,0.00909333333333333,1.3792,0.0101733333333333,,,,,,
,0.6976,0.0100933333333333,0.6976,0.00912,1.3824,0.0101866666666667,,,,,,
,0.7008,0.0101066666666667,0.7008,0.00914666666666667,1.3856,0.0102,,,,,,
,0.704,0.0101333333333333,0.704,0.00916,1.3952,0.0102266666666667,,,,,,
,0.7072,0.01016,0.7072,0.00918666666666667,1.3984,0.01024,,,,,,
,0.7104,0.0101866666666667,0.7104,0.00921333333333333,1.4016,0.0102533333333333,,,,,,
,0.7136,0.0102133333333333,0.7136,0.00922666666666667,1.4048,0.0102666666666667,,,,,,
,0.7168,0.01024,0.7168,0.00925333333333333,1.408,0.01028,,,,,,
,0.72,0.0102666666666667,0.72,0.00928,1.4112,0.0102933333333333,,,,,,
,0.7232,0.0102933333333333,0.7232,0.00929333333333333,1.4144,0.0103066666666667,,,,,,
,0.7264,0.0103066666666667,0.7264,0.00932,1.424,0.0103333333333333,,,,,,
,0.7296,0.0103333333333333,0.7296,0.00934666666666667,1.4272,0.0103466666666667,,,,,,
,0.7328,0.01036,0.7328,0.00936,1.4304,0.01036,,,,,,
,0.736,0.0103866666666667,0.736,0.00938666666666667,1.4336,0.0103733333333333,,,,,,
,0.7392,0.0104133333333333,0.7392,0.00941333333333333,1.4368,0.0103866666666667,,,,,,
,0.7424,0.01044,0.7424,0.00942666666666667,1.44,0.0104,,,,,,
,0.7456,0.0104533333333333,0.7456,0.00945333333333333,1.4464,0.0104133333333333,,,,,,
,0.7488,0.01048,0.7488,0.00948,1.4496,0.0104266666666667,,,,,,
,0.752,0.0105066666666667,0.752,0.00949333333333333,1.4528,0.01044,,,,,,
,0.7552,0.0105333333333333,0.7552,0.00952,1.456,0.0104533333333333,,,,,,
,0.7584,0.01056,0.7584,0.00954666666666667,1.4592,0.0104666666666667,,,,,,
,0.7616,0.0105733333333333,0.7616,0.00956,1.4624,0.01048,,,,,,
,0.7648,0.0106,0.7648,0.00958666666666667,1.4656,0.0104933333333333,,,,,,
,0.768,0.0106266666666667,0.768,0.0096,1.472,0.0105066666666667,,,,,,
,0.7712,0.0106533333333333,0.7712,0.00962666666666667,1.4752,0.01052,,,,,,
,0.7744,0.01068,0.7744,0.00965333333333333,1.4784,0.0105333333333333,,,,,,
,0.7776,0.0106933333333333,0.7776,0.00966666666666667,1.4816,0.0105466666666667,,,,,,
,0.7808,0.01072,0.7808,0.00969333333333333,1.4848,0.01056,,,,,,
,0.784,0.0107466666666667,0.784,0.00970666666666667,1.488,0.0105733333333333,,,,,,
,0.7872,0.0107733333333333,0.7872,0.00973333333333333,1.4912,0.0105733333333333,,,,,,
,0.7904,0.0107866666666667,0.7904,0.00976,1.4944,0.0105866666666667,,,,,,
,0.7936,0.0108133333333333,0.7936,0.00977333333333333,1.4976,0.0106,,,,,,
,0.7968,0.01084,0.7968,0.0098,1.5008,0.0106133333333333,,,,,,
,0.8,0.0108666666666667,0.8,0.00981333333333333,1.504,0.0106266666666667,,,,,,
,0.8032,0.01088,0.8032,0.00984,1.5072,0.01064,,,,,,
,0.8064,0.0109066666666667,0.8064,0.00986666666666667,1.5136,0.0106533333333333,,,,,,
,0.8096,0.0109333333333333,0.8096,0.00988,1.5168,0.0106666666666667,,,,,,
,0.8128,0.01096,0.8128,0.00990666666666667,1.52,0.01068,,,,,,
,0.816,0.0109733333333333,0.816,0.00992,1.5232,0.0106933333333333,,,,,,
,0.8192,0.011,0.8192,0.00994666666666667,1.5264,0.0107066666666667,,,,,,
,0.8224,0.0110266666666667,0.8224,0.00996,1.5296,0.01072,,,,,,
,0.8256,0.0110533333333333,0.8256,0.00998666666666667,1.536,0.0107333333333333,,,,,,
,0.8288,0.0110666666666667,0.8288,0.01,1.5392,0.0107466666666667,,,,,,
,0.832,0.0110933333333333,0.832,0.0100266666666667,1.5424,0.01076,,,,,,
,,,0.8352,0.0100533333333333,1.5456,0.0107733333333333,,,,,,
,,,0.8384,0.0100666666666667,1.5488,0.0107866666666667,,,,,,
,,,0.8416,0.0100933333333333,1.5552,0.0108,,,,,,
,,,0.8448,0.0101066666666667,1.5584,0.0108133333333333,,,,,,
,,,0.848,0.0101333333333333,1.5616,0.0108266666666667,,,,,,
,,,0.8512,0.0101466666666667,1.5648,0.01084,,,,,,
,,,0.8544,0.0101733333333333,1.5744,0.0108666666666667,,,,,,
,,,0.8576,0.0101866666666667,1.5776,0.01088,,,,,,
,,,0.8608,0.0102133333333333,1.5808,0.0108933333333333,,,,,,
,,,0.864,0.0102266666666667,1.584,0.0109066666666667,,,,,,
,,,0.8672,0.0102533333333333,1.5904,0.01092,,,,,,
,,,0.8704,0.0102666666666667,1.5936,0.0109333333333333,,,,,,
,,,0.8736,0.0102933333333333,1.5968,0.0109466666666667,,,,,,
,,,0.8768,0.0103066666666667,1.6,0.01096,,,,,,
,,,0.88,0.0103333333333333,1.6096,0.0109866666666667,,,,,,
,,,0.8832,0.0103466666666667,1.6128,0.011,,,,,,
,,,0.8864,0.0103733333333333,1.616,0.0110133333333333,,,,,,
,,,0.8896,0.0103866666666667,1.6192,0.0110266666666667,,,,,,
,,,0.8928,0.0104133333333333,1.6256,0.01104,,,,,,
,,,0.896,0.0104266666666667,1.6288,0.0110533333333333,,,,,,
,,,0.8992,0.0104533333333333,1.632,0.0110666666666667,,,,,,
,,,0.9024,0.0104666666666667,1.6352,0.01108,,,,,,
,,,0.9056,0.0104933333333333,1.6448,0.0111066666666667,,,,,,
,,,0.9088,0.0105066666666667,1.648,0.01112,,,,,,
,,,0.912,0.0105333333333333,1.6512,0.0111333333333333,,,,,,
,,,0.9152,0.0105466666666667,1.6608,0.01116,,,,,,
,,,0.9184,0.0105733333333333,1.664,0.0111733333333333,,,,,,
,,,0.9216,0.0105866666666667,1.6672,0.0111866666666667,,,,,,
,,,0.9248,0.0106,1.6768,0.0112133333333333,,,,,,
,,,0.928,0.0106266666666667,1.68,0.0112266666666667,,,,,,
,,,0.9312,0.01064,1.6928,0.0112666666666667,,,,,,
,,,0.9344,0.0106666666666667,1.696,0.01128,,,,,,
,,,0.9376,0.01068,,,,,,,,
,,,0.9408,0.0107066666666667,,,,,,,,
,,,0.944,0.01072,,,,,,,,
,,,0.9472,0.0107466666666667,,,,,,,,
,,,0.9504,0.01076,,,,,,,,
,,,0.9536,0.0107733333333333,,,,,,,,
,,,0.9568,0.0108,,,,,,,,
,,,0.96,0.0108133333333333,,,,,,,,
,,,0.9632,0.01084,,,,,,,,
,,,0.9664,0.0108533333333333,,,,,,,,
,,,0.9696,0.01088,,,,,,,,
,,,0.9728,0.0108933333333333,,,,,,,,
,,,0.976,0.0109066666666667,,,,,,,,
,,,0.9792,0.0109333333333333,,,,,,,,
,,,0.9824,0.0109466666666667,,,,,,,,
,,,0.9856,0.0109733333333333,,,,,,,,
,,,0.9888,0.0109866666666667,,,,,,,,
,,,0.992,0.011,,,,,,,,
,,,0.9952,0.0110266666666667,,,,,,,,
,,,0.9984,0.01104,,,,,,,,
,,,1.0016,0.0110666666666667,,,,,,,,
,,,1.0048,0.01108,,,,,,,,
,,,1.008,0.0110933333333333,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
