cap,cap_hit_count,cap_hit_high_rho_fraction,cap_hit_low_rho_fraction,case,failures,max_delta_g_minus_mf,max_delta_g_minus_mf_rel,max_delta_g_norm,max_mf_norm,max_post_cap_force_over_rho,max_pre_cap_force_over_rho,max_replay_force_over_rho,max_replay_minus_post,max_replay_minus_pre,missing_fields,mode,nonfinite_total,path,phase_from_h_max,phase_from_h_min,phase_from_h_oob_count,step
1000.0,0,0.0,1.0,wall_60to30_10,[],4.552424283574e-16,1.4662055193699018e-05,0.4475681724781785,0.44756817247817804,0.44756817247817804,0.44756817247817804,0.44756817247817804,0.0,0.0,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000010.vti,1.0000151843796043,-6.035358240013707e-06,0,10
1000.0,0,0.0,1.0,wall_60to30_10,[],1.3820696934712351e-15,5.273264056140192e-05,1.2384903973054562,1.238490397305455,1.238490397305455,1.238490397305455,1.238490397305455,0.0,0.0,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000011.vti,1.0000186411159044,-8.28255111948363e-06,0,11
1000.0,0,0.0,1.0,wall_60to30_10,[],6.638707071835526e-15,5.5942595760542066e-06,3.0937959487955555,3.093795948795552,3.093795948795552,3.093795948795552,3.093795948795552,0.0,0.0,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000012.vti,1.0000221662212432,-9.384285301905344e-06,0,12
1000.0,0,0.0,1.0,wall_60to30_10,[],5.5225366285167547e-14,1.8592980581327575e-06,10.143017141162687,10.143017141162664,10.143017141162664,10.143017141162664,10.143017141162664,0.0,0.0,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000013.vti,1.0000252959638285,-1.0231344966537462e-05,0,13
1000.0,0,0.0,1.0,wall_60to30_10,[],2.558663338224309e-12,6.792031856464292e-06,78.57941517022284,78.57941517022036,78.57941517022036,78.57941517022036,78.57941517022036,0.0,0.0,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000014.vti,1.0000284997704787,-1.0501835820496885e-05,0,14
1000.0,6004,1.0,0.0,wall_60to30_10,['cap_hit_not_low_rho_selective'],1.8732855574467957e-09,0.00013908138603167138,1000.000000000928,1000.0000000000003,1000.0000000000003,885434.9865443383,1000.0000000000003,2.5421149729252077e-13,884434.9865443383,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000015.vti,1.0000315645416629,-1.1113046115063035e-05,0,15
1000.0,20912,0.9921576128538638,0.007842387146136165,wall_60to30_10,['cap_hit_not_low_rho_selective'],0.0003982203763304657,8.488994558361328e-06,1000.0003354333468,1000.0000000000005,1000.0000000000003,1122363894994.1392,1000.0000000000005,2.5579538487363607e-13,1122363893994.1392,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000016.vti,1.000034395209103,-1.0689563745069088e-05,0,16
1000.0,35972,0.9638607806071389,0.03613921939286113,wall_60to30_10,"['momentum_delta_g_not_mf', 'cap_hit_not_low_rho_selective']",25039318.98495434,25039.318984954334,25038385.253328614,1000.0000000000003,1000.0000000000003,8.110089834565291e+22,1000.0000000000003,2.5579538487363607e-13,8.110089834565291e+22,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000017.vti,1.000036968655651,-1.0978382635821249e-05,0,17
1000.0,44968,0.9264365771215086,0.07356342287849138,wall_60to30_10,"['momentum_delta_g_not_mf', 'cap_hit_not_low_rho_selective']",6.718035683620313e+28,6.718035683620312e+25,6.718035683620313e+28,1000.0000000000005,1000.0000000000003,8.425063558453124e+43,1000.0000000000005,2.5421149729252077e-13,8.425063558453124e+43,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000018.vti,1.0000392254981596,-1.0356695523698996e-05,0,18
1000.0,53448,0.8650651100134711,0.13493488998652892,wall_60to30_10,"['momentum_delta_g_not_mf', 'cap_hit_not_low_rho_selective']",3.362078606366778e+71,3.3620786063667778e+68,3.362078606366778e+71,1000.0000000000005,1000.0000000000003,7.241242150764777e+86,1000.0000000000005,2.542363214219967e-13,7.241242150764777e+86,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000019.vti,1.0000424736440097,-1.2161734042254698e-05,0,19
1000.0,62208,0.8083204732510288,0.19167952674897115,wall_60to30_10,"['nonfinite_fields', 'momentum_delta_g_not_mf', 'cap_hit_not_low_rho_selective']",1.336846953338426e+154,1.336846953338426e+166,1.336846953338426e+154,1000.0000000000005,1000.0000000000003,1.325262194827727e+154,1000.0000000000005,2.5579538487363607e-13,1.325262194827727e+154,[],2,38068,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/M2_write_cap1e3/wall_60to30_10/output/case_VTK_P00_00000020.vti,1.00004580096812,-4.53533580215436e-05,0,20
