step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,wall_ghost_min,wall_ghost_max,nonfinite_count
10,1151.633254061357,-6.821210263296962e-13,4.922876573584795e-07,0.9957994906962438,0,0,0.10000044305889162,0.9962195416266195,0.03333348101963054,0.33207318054220647,-2.1237639186922118e-05,0.0008226871136107083,1.561062586152981,0.0,0.00017726991692512667,0.0,0.0,0.00017726991692512667,0.0004078860235461147,0,-0.06816496890961354,0.29490997210629916,0,0,0.5,0.5,0
11,1151.633254061357,-6.821210263296962e-13,4.787077738604021e-07,0.995835048527066,0,0,0.10000043083699647,0.9962515436743594,0.03333347694566549,0.3320838478914531,-2.1315270626852967e-05,0.0008233355406860288,2.1451092100819475,0.0,0.0001772605839795407,0.0,0.0,0.0001772605839795407,0.00040810848383525915,0,-0.11886197845526483,0.29490686646617875,0,0,0.5,0.5,0
12,1151.633254061357,-6.821210263296962e-13,4.665061093195417e-07,0.9958618485082211,0,0,0.10000041985549839,0.9962756636573991,0.03333347328516613,0.3320918878857997,-2.1392784482211858e-05,0.0008238667886578145,3.256313683463437,0.0,0.00017736392717718406,0.0,0.0,0.00017736392717718406,0.0004083061641333181,0,-0.23432213788349163,0.2949055205037584,0,0,0.5,0.5,0
13,1151.633254061357,-6.821210263296962e-13,4.5545941968505265e-07,0.995881740466061,0,0,0.10000040991347772,0.996293566419455,0.03333346997115924,0.3320978554731516,-2.1468097434814095e-05,0.0008243031738823788,4.97878034166499,0.0,0.0001774541756136516,0.0,0.0,0.0001774541756136516,0.00040848316277339075,0,-0.5554154020268476,0.37743978541176104,0,0,0.5,0.5,0
14,1151.633254061357,-6.821210263296962e-13,4.4539219428302723e-07,0.9958962267568069,0,0,0.10000040085297486,0.9963066040811263,0.03333346695099162,0.3321022013603754,-2.1539811798367296e-05,0.0008246611430832003,13.00931371239949,0.0,0.00017753297418983554,0.0,0.0,0.00017753297418983554,0.00040864224114013544,0,-1.3053081181951962,0.768994539620768,0,0,0.5,0.5,0
15,1151.6332540613569,-9.094947017729282e-13,4.361644276129611e-07,0.9959065170669926,0,0,0.10000039254798486,0.9963158653602934,0.033333464182661615,0.3321052884534311,-2.1607056484517277e-05,0.0008249530275218466,89.28274682897408,0.0,0.00017760151127748947,0.0,0.0,0.00017760151127748947,0.0004087853057148168,0,-9.291979424411199,4.864576381837191,0,0,0.5,0.5,0
16,1151.6332540613569,-9.094947017729282e-13,4.2766302325993087e-07,0.9959135781251871,0,0,0.10000038489672095,0.9963222203126684,0.03333346163224031,0.33210740677088946,-2.1669353161005325e-05,0.0008251882361344857,4148.872740166369,0.0,0.00017766067610341395,0.0,0.0,0.00017766067610341395,0.0004089137156509931,0,-442.7037760221416,136.1521950430821,0,0,0.5,0.5,0
17,1151.633254061357,-6.821210263296962e-13,4.197956183739268e-07,0.995918177362219,0,0,0.10000037781605654,0.9963263596259971,0.03333345927201885,0.33210878654199905,-2.1726508245201108e-05,0.0008253740807202381,5696141.587716479,0.0,0.00017771116147477457,0.0,0.0,0.00017771116147477457,0.0004090284813706151,0,-957205.35593242,298911.2378295103,0,0,0.5,0.5,0
18,1151.6332540613566,-1.1368683772161603e-12,4.1248605963577367e-07,0.9959209203058145,0,0,0.10000037123745367,0.9963288282752331,0.033333457079151224,0.33210960942507767,-2.1778528397258444e-05,0.0008255163537436325,10135837835010.14,0.0,0.0001777535312208637,0.0,0.0,0.0001777535312208637,0.0004091303934053145,0,-1810681888742.8298,563463565910.8541,0,0,0.5,0.5,0
19,1151.6332540613569,-9.094947017729282e-13,4.056710297541375e-07,0.9959222819962468,0,0,0.10000036510392678,0.9963300537966221,0.03333345503464226,0.33211001793220735,-2.1825556008499067e-05,0.0008256197366143623,2.948319708325986e+25,0.0,0.00017778826447281356,0.0,0.0,0.00017778826447281356,0.0004092201058128747,0,-5.819600059944067e+24,1.802096300935535e+24,0,0,0.5,0.5,0
20,1151.6332540613566,-1.1368683772161603e-12,3.9929749086410694e-07,0.9959226329896159,0,0,0.10000035936774178,0.9963303696906544,0.03333345312258059,0.3321101232302181,-2.1867820991298158e-05,0.0008256880901281896,2.3381436764201162e+50,0.0,0.0001778157845746463,0.0,0.0,0.0001778157845746463,0.000409298189690442,0,-5.240128168548503e+49,1.6175251810534186e+49,0,0,0.5,0.5,0
