step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
10,1151.633254061357,-6.821210263296962e-13,4.922876573584795e-07,0.9957994906962438,0,0,0.10000044305889162,0.9962195416266195,0.03333348101963054,0.33207318054220647,-2.1237639186922118e-05,0.0008226871136107083,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
11,1151.633254061357,-6.821210263296962e-13,4.787077738604021e-07,0.995835048527066,0,0,0.10000043083699647,0.9962515436743594,0.03333347694566549,0.3320838478914531,-2.1315270626852967e-05,0.0008233355406860288,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
12,1151.633254061357,-6.821210263296962e-13,4.665061093195417e-07,0.9958618485082211,0,0,0.10000041985549839,0.9962756636573991,0.03333347328516613,0.3320918878857997,-2.1392784482211858e-05,0.0008238667886578145,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
13,1151.633254061357,-6.821210263296962e-13,4.5545941968505265e-07,0.995881740466061,0,0,0.10000040991347772,0.996293566419455,0.03333346997115924,0.3320978554731516,-2.1468097434814095e-05,0.0008243031738823788,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
14,1151.633254061357,-6.821210263296962e-13,4.4539219428302723e-07,0.9958962267568069,0,0,0.10000040085297486,0.9963066040811263,0.03333346695099162,0.3321022013603754,-2.1539811798367296e-05,0.0008246611430832003,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
15,1151.6332540613569,-9.094947017729282e-13,4.361644276129611e-07,0.9959065170669926,0,0,0.10000039254798486,0.9963158653602934,0.033333464182661615,0.3321052884534311,-2.1607056484517277e-05,0.0008249530275218466,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
16,1151.6332540613569,-9.094947017729282e-13,4.2766302325993087e-07,0.9959135781251871,0,0,0.10000038489672095,0.9963222203126684,0.03333346163224031,0.33210740677088946,-2.1669353161005325e-05,0.0008251882361344857,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
17,1151.633254061357,-6.821210263296962e-13,4.197956183739268e-07,0.995918177362219,0,0,0.10000037781605654,0.9963263596259971,0.03333345927201885,0.33210878654199905,-2.1726508245201108e-05,0.0008253740807202381,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
18,1151.6332540613566,-1.1368683772161603e-12,4.1248605963577367e-07,0.9959209203058145,0,0,0.10000037123745367,0.9963288282752331,0.033333457079151224,0.33210960942507767,-2.1778528397258444e-05,0.0008255163537436325,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
19,1151.6332540613569,-9.094947017729282e-13,4.056710297541375e-07,0.9959222819962468,0,0,0.10000036510392678,0.9963300537966221,0.03333345503464226,0.33211001793220735,-2.1825556008499067e-05,0.0008256197366143623,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
20,1151.6332540613566,-1.1368683772161603e-12,3.9929749086410694e-07,0.9959226329896159,0,0,0.10000035936774178,0.9963303696906544,0.03333345312258059,0.3321101232302181,-2.1867820991298158e-05,0.0008256880901281896,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
